von;zu;typ;richtung;seit;quelle
verbunlän_894;bmf;UNTERSTELLT;eingehend;;
verdeubüh_892;bmas;UNTERSTELLT;eingehend;;
verdeukul_893;bmas;UNTERSTELLT;eingehend;;
verdeuver_886;bmv;UNTERSTELLT;eingehend;;
verers_4024;bmas;UNTERSTELLT;eingehend;;
verkomabfstavku_887;bmwi;UNTERSTELLT;eingehend;;
verkomunt_888;bmi;UNTERSTELLT;eingehend;;
viakra_6591;bmas;UNTERSTELLT;eingehend;;
vivbkk_51993;bmg;UNTERSTELLT;eingehend;;
wafluf_310;bmvg;UNTERSTELLT;eingehend;;
wasneuasc_898;bmv;UNTERSTELLT;eingehend;;
wasneuber_899;bmv;UNTERSTELLT;eingehend;;
wasneudat_900;bmv;UNTERSTELLT;eingehend;;
wasneuhel_901;bmv;UNTERSTELLT;eingehend;;
wasneumag_902;bmv;UNTERSTELLT;eingehend;;
wasschamtmossaa_49265;bmv;UNTERSTELLT;eingehend;;
wasschasc_903;bmv;UNTERSTELLT;eingehend;;
wasschbra_907;bmv;UNTERSTELLT;eingehend;;
wasschbre_909;bmv;UNTERSTELLT;eingehend;;
wasschbun_15655;bmv;UNTERSTELLT;eingehend;;
wasschdonmdk_929;bmv;UNTERSTELLT;eingehend;;
wasschelb_923;bmv;UNTERSTELLT;eingehend;;
wasschelbnor_917;bmv;UNTERSTELLT;eingehend;;
wasschemsnor_915;bmv;UNTERSTELLT;eingehend;;
wasschmai_933;bmv;UNTERSTELLT;eingehend;;
wasschmitelbsei_928;bmv;UNTERSTELLT;eingehend;;
wasschmossaalah_937;bmv;UNTERSTELLT;eingehend;;
wasschnorostkan_910;bmv;UNTERSTELLT;eingehend;;
wasschodehav_914;bmv;UNTERSTELLT;eingehend;;
wasschost_924;bmv;UNTERSTELLT;eingehend;;
wasschrhe_905;bmv;UNTERSTELLT;eingehend;;
wasschsprhav_921;bmv;UNTERSTELLT;eingehend;;
wasschwes_939;bmv;UNTERSTELLT;eingehend;;
wasschwesjadnor_940;bmv;UNTERSTELLT;eingehend;;
wasschweskan_912;bmv;UNTERSTELLT;eingehend;;
wehdeubun_949;bkamt;UNTERSTELLT;eingehend;;
wehfürinfele_954;bmvg;UNTERSTELLT;eingehend;;
wehfürkrapan_955;bmvg;UNTERSTELLT;eingehend;;
wehfürluf_956;bmvg;UNTERSTELLT;eingehend;;
wehfürpiotru_957;bmvg;UNTERSTELLT;eingehend;;
wehfürschmar_958;bmvg;UNTERSTELLT;eingehend;;
wehfürschson_959;bmvg;UNTERSTELLT;eingehend;;
wehfürwafmun_960;bmvg;UNTERSTELLT;eingehend;;
wehinsfürschabc_962;bmvg;UNTERSTELLT;eingehend;;
wehinsfürwerbet_963;bmvg;UNTERSTELLT;eingehend;;
weiinsfürangana_964;bmbfsj;UNTERSTELLT;eingehend;;
wir_965;bmwi;UNTERSTELLT;eingehend;;
wis_969;bmbfsj;UNTERSTELLT;eingehend;;
wisbeibungloumw_967;bmbfsj;UNTERSTELLT;eingehend;;
wisgotwillei_968;bmbfsj;UNTERSTELLT;eingehend;;
wmfbet_7779;bmg;UNTERSTELLT;eingehend;;
zbwleiinfwir_320;bkamt;UNTERSTELLT;eingehend;;
zencybope_49914;bmvg;UNTERSTELLT;eingehend;;
zendeuhan_980;bmi;UNTERSTELLT;eingehend;;
zenfrages_431;bmbfsj;UNTERSTELLT;eingehend;;
zenfüraus_18330;bmi;UNTERSTELLT;eingehend;;
zenfürgeobun_14;bmvg;UNTERSTELLT;eingehend;;
zenfürmartro_986;bmvg;UNTERSTELLT;eingehend;;
zenfürmilsozbun_14713;bmas;UNTERSTELLT;eingehend;;
zenfürpsyinfdok_987;bmg;UNTERSTELLT;eingehend;;
zenfürverbun_989;bmvg;UNTERSTELLT;eingehend;;
zeninfbun_6;bmvg;UNTERSTELLT;eingehend;;
zenlanpir_976;bmvg;UNTERSTELLT;eingehend;;
zenmobbrüneu_971;bmvg;UNTERSTELLT;eingehend;;
zenprüprä_51630;bmg;UNTERSTELLT;eingehend;;
zenschsch_979;bmv;UNTERSTELLT;eingehend;;
zenstehauhau_49790;bmi;UNTERSTELLT;eingehend;;
zentes_977;bmi;UNTERSTELLT;eingehend;;
zenvor_978;bmi;UNTERSTELLT;eingehend;;
zit_14724;bmi;UNTERSTELLT;eingehend;;
zolberbra_992;bmf;UNTERSTELLT;eingehend;;
zoldre_993;bmf;UNTERSTELLT;eingehend;;
zoless_994;bmf;UNTERSTELLT;eingehend;;
zolframai_995;bmf;UNTERSTELLT;eingehend;;
zolham_996;bmf;UNTERSTELLT;eingehend;;
zolhan_997;bmf;UNTERSTELLT;eingehend;;
zolmün_998;bmf;UNTERSTELLT;eingehend;;
zolstu_999;bmf;UNTERSTELLT;eingehend;;
zooforalekön_1001;bkamt;UNTERSTELLT;eingehend;;
zuszusfürarblan_1004;bmas;UNTERSTELLT;eingehend;;
übeauswargre_874;bmbfsj;UNTERSTELLT;eingehend;;
übebunfürbarinf_51243;bmi;UNTERSTELLT;eingehend;;
